Unnamed: 0,Date,TENOR_DATE,CURVE_NAME,CURVE_TYPE,UOM,Value,DAYS_TO_EXPIRY,TENOR_YEAR,DAYS_TO_EXPIRY_MASK
7148,2018-01-02,2018-01-02,TC7,SPOT,WS,174.68,30,2018,0
7147,2018-01-03,2018-01-03,TC7,SPOT,WS,172.86,30,2018,0
7146,2018-01-04,2018-01-04,TC7,SPOT,WS,169.44,30,2018,0
7145,2018-01-05,2018-01-05,TC7,SPOT,WS,166.61,30,2018,0
7144,2018-01-08,2018-01-08,TC7,SPOT,WS,164.94,30,2018,0
7143,2018-01-09,2018-01-09,TC7,SPOT,WS,164.39,30,2018,0
7142,2018-01-10,2018-01-10,TC7,SPOT,WS,163.42,30,2018,0
7141,2018-01-11,2018-01-11,TC7,SPOT,WS,163.86,30,2018,0
7140,2018-01-12,2018-01-12,TC7,SPOT,WS,163.83,30,2018,0
7139,2018-01-15,2018-01-15,TC7,SPOT,WS,164.33,30,2018,0
7138,2018-01-16,2018-01-16,TC7,SPOT,WS,165.0,30,2018,0
7137,2018-01-17,2018-01-17,TC7,SPOT,WS,166.17,30,2018,0
7136,2018-01-18,2018-01-18,TC7,SPOT,WS,167.39,30,2018,0
7135,2018-01-19,2018-01-19,TC7,SPOT,WS,167.5,30,2018,0
7134,2018-01-22,2018-01-22,TC7,SPOT,WS,167.39,30,2018,0
7133,2018-01-23,2018-01-23,TC7,SPOT,WS,167.39,30,2018,0
7132,2018-01-24,2018-01-24,TC7,SPOT,WS,167.64,30,2018,0
7131,2018-01-25,2018-01-25,TC7,SPOT,WS,166.17,30,2018,0
7130,2018-01-26,2018-01-26,TC7,SPOT,WS,164.89,30,2018,0
7129,2018-01-29,2018-01-29,TC7,SPOT,WS,163.44,30,2018,0
7128,2018-01-30,2018-01-30,TC7,SPOT,WS,163.28,30,2018,0
7127,2018-01-31,2018-01-31,TC7,SPOT,WS,163.0,30,2018,0
7126,2018-02-01,2018-02-01,TC7,SPOT,WS,162.89,27,2018,0
7125,2018-02-02,2018-02-02,TC7,SPOT,WS,162.69,27,2018,0
7124,2018-02-05,2018-02-05,TC7,SPOT,WS,162.62,27,2018,0
7123,2018-02-06,2018-02-06,TC7,SPOT,WS,161.73,27,2018,0
7122,2018-02-07,2018-02-07,TC7,SPOT,WS,161.5,27,2018,0
7121,2018-02-08,2018-02-08,TC7,SPOT,WS,161.89,27,2018,0
7120,2018-02-09,2018-02-09,TC7,SPOT,WS,161.94,27,2018,0
7119,2018-02-12,2018-02-12,TC7,SPOT,WS,162.22,27,2018,0
7118,2018-02-13,2018-02-13,TC7,SPOT,WS,163.14,27,2018,0
7117,2018-02-14,2018-02-14,TC7,SPOT,WS,163.39,27,2018,0
7116,2018-02-15,2018-02-15,TC7,SPOT,WS,163.89,27,2018,0
7115,2018-02-19,2018-02-19,TC7,SPOT,WS,164.28,27,2018,0
7114,2018-02-20,2018-02-20,TC7,SPOT,WS,164.39,27,2018,0
7113,2018-02-21,2018-02-21,TC7,SPOT,WS,164.72,27,2018,0
7112,2018-02-22,2018-02-22,TC7,SPOT,WS,165.67,27,2018,0
7111,2018-02-23,2018-02-23,TC7,SPOT,WS,166.44,27,2018,0
7110,2018-02-26,2018-02-26,TC7,SPOT,WS,166.78,27,2018,0
7109,2018-02-27,2018-02-27,TC7,SPOT,WS,166.56,27,2018,0
7108,2018-02-28,2018-02-28,TC7,SPOT,WS,166.28,27,2018,0
7107,2018-03-01,2018-03-01,TC7,SPOT,WS,166.03,30,2018,0
7106,2018-03-02,2018-03-02,TC7,SPOT,WS,166.78,30,2018,0
7105,2018-03-05,2018-03-05,TC7,SPOT,WS,166.72,30,2018,0
7104,2018-03-06,2018-03-06,TC7,SPOT,WS,168.39,30,2018,0
7103,2018-03-07,2018-03-07,TC7,SPOT,WS,170.06,30,2018,0
7102,2018-03-08,2018-03-08,TC7,SPOT,WS,171.67,30,2018,0
7101,2018-03-09,2018-03-09,TC7,SPOT,WS,173.28,30,2018,0
7100,2018-03-12,2018-03-12,TC7,SPOT,WS,177.22,30,2018,0
7099,2018-03-13,2018-03-13,TC7,SPOT,WS,178.67,30,2018,0
